T,CX 120530 (Condenser He4),T,CX 120536 (EV 4),T,CX 120560 (IC),T,CX 120258 (UC)
283.12,36.6,281.99,37.74,287.97,37.12,283.05,33.96
283.14,36.59,282.02,37.74,288.01,37.12,283.06,33.96
283.17,36.59,282.05,37.74,288.03,37.12,283.06,33.96
283.19,36.59,282.07,37.74,288.04,37.12,283.11,33.95
283.22,36.59,282.1,37.73,288.06,37.12,283.15,33.95
283.25,36.58,282.13,37.73,288.07,37.11,283.15,33.95
283.27,36.58,282.16,37.73,288.1,37.11,283.19,33.95
283.3,36.58,282.19,37.73,288.12,37.11,283.26,33.95
283.33,36.58,282.22,37.72,288.14,37.11,283.28,33.95
283.35,36.58,282.24,37.72,288.15,37.1,283.31,33.94
283.38,36.57,282.27,37.72,288.18,37.11,283.33,33.94
283.4,36.57,282.3,37.72,288.2,37.1,283.34,33.94
283.43,36.57,282.33,37.72,288.21,37.1,283.39,33.93
283.46,36.57,282.36,37.71,288.23,37.1,283.41,33.94
283.49,36.56,282.39,37.71,288.25,37.1,283.42,33.94
283.51,36.56,282.42,37.71,288.27,37.1,283.44,33.93
283.54,36.56,282.45,37.7,288.31,37.09,283.48,33.93
283.56,36.56,282.48,37.7,288.33,37.09,283.53,33.93
283.59,36.56,282.51,37.7,288.33,37.09,283.55,33.93
283.61,36.55,282.54,37.7,288.35,37.09,283.57,33.92
283.64,36.55,282.56,37.7,288.39,37.09,283.59,33.92
283.67,36.55,282.58,37.69,288.39,37.09,283.63,33.92
283.69,36.55,282.62,37.69,288.4,37.09,283.7,33.92
283.72,36.55,282.64,37.69,288.43,37.08,283.71,33.91
283.75,36.54,282.67,37.69,288.46,37.08,283.73,33.91
283.77,36.54,282.69,37.68,288.48,37.08,283.75,33.91
283.79,36.54,282.73,37.68,288.48,37.08,283.79,33.91
283.82,36.54,282.75,37.68,288.51,37.08,283.83,33.91
283.84,36.54,282.77,37.68,288.52,37.08,283.86,33.91
283.87,36.53,282.81,37.67,288.56,37.08,283.9,33.91
283.9,36.53,282.83,37.67,288.57,37.07,283.93,33.9
283.92,36.53,282.86,37.67,288.59,37.07,283.93,33.9
283.95,36.53,282.89,37.67,288.61,37.07,283.94,33.9
283.97,36.53,282.92,37.66,288.61,37.07,283.97,33.9
283.99,36.52,282.93,37.66,288.64,37.06,283.97,33.89
284.02,36.52,282.97,37.66,288.65,37.07,284.04,33.89
284.05,36.52,282.99,37.66,288.67,37.06,284.08,33.89
284.07,36.52,283.03,37.66,288.68,37.06,284.11,33.89
284.1,36.52,283.05,37.65,288.69,37.06,284.13,33.89
284.12,36.51,283.08,37.65,288.72,37.06,284.16,33.89
284.14,36.51,283.1,37.65,288.72,37.06,284.18,33.88
284.17,36.51,283.13,37.65,288.76,37.06,284.21,33.88
284.19,36.51,283.16,37.64,288.77,37.05,284.27,33.89
284.22,36.51,283.19,37.64,288.8,37.05,284.27,33.88
284.24,36.5,283.21,37.64,288.83,37.05,284.27,33.88
284.26,36.5,283.24,37.64,288.83,37.05,284.31,33.87
284.29,36.5,283.26,37.63,288.84,37.05,284.32,33.87
284.31,36.5,283.29,37.63,288.87,37.05,284.33,33.87
284.34,36.5,283.32,37.63,288.9,37.04,284.37,33.87
284.36,36.49,283.34,37.63,288.92,37.04,284.45,33.87
284.39,36.49,283.38,37.63,288.92,37.04,284.45,33.87
284.41,36.49,283.4,37.62,288.95,37.04,284.48,33.86
284.43,36.49,283.42,37.62,288.96,37.04,284.51,33.86
284.45,36.49,283.45,37.62,288.97,37.04,284.52,33.86
284.48,36.49,283.47,37.62,288.99,37.04,284.52,33.86
284.5,36.48,283.49,37.61,289,37.04,284.58,33.86
284.53,36.48,283.52,37.61,289.04,37.04,284.6,33.85
284.55,36.48,283.56,37.61,289.05,37.03,284.63,33.85
284.57,36.48,283.58,37.61,289.07,37.03,284.64,33.85
284.6,36.48,283.6,37.61,289.08,37.03,284.65,33.85
284.61,36.47,283.63,37.6,289.1,37.03,284.7,33.85
284.64,36.47,283.65,37.6,289.13,37.03,284.72,33.85
284.66,36.47,283.68,37.6,289.13,37.02,284.73,33.85
284.68,36.47,283.7,37.6,289.16,37.02,284.79,33.84
284.71,36.47,283.73,37.59,289.17,37.02,284.8,33.84
284.73,36.46,283.76,37.59,289.19,37.02,284.82,33.84
284.76,36.46,283.78,37.59,289.23,37.02,284.82,33.84
284.78,36.46,283.81,37.59,289.23,37.02,284.88,33.83
284.8,36.46,283.83,37.59,289.25,37.02,284.88,33.83
284.82,36.46,283.86,37.58,289.26,37.01,284.92,33.83
284.85,36.45,283.89,37.58,289.28,37.01,284.94,33.83
284.87,36.45,283.9,37.58,289.32,37.01,284.97,33.83
284.89,36.45,283.93,37.58,289.32,37.01,285.02,33.83
284.91,36.45,283.96,37.58,289.33,37.01,285.03,33.82
284.94,36.45,283.97,37.57,289.33,37.01,285.04,33.82
284.96,36.45,284.01,37.57,289.36,37.01,285.06,33.83
284.98,36.44,284.03,37.57,289.38,37.01,285.1,33.82
285.01,36.44,284.05,37.57,289.4,37,285.13,33.82
285.03,36.44,284.07,37.56,289.42,37,285.13,33.82
285.05,36.44,284.1,37.56,289.42,37,285.14,33.82
285.07,36.44,284.13,37.56,289.43,37,285.18,33.81
285.09,36.44,284.15,37.56,289.44,37,285.2,33.81
285.11,36.43,284.17,37.56,289.49,37,285.21,33.81
285.14,36.43,284.2,37.55,289.51,36.99,285.27,33.81
285.16,36.43,284.22,37.55,289.51,37,285.3,33.8
285.18,36.43,284.25,37.55,289.54,36.99,285.3,33.8
285.2,36.43,284.27,37.55,289.56,36.99,285.33,33.8
285.22,36.43,284.3,37.55,289.56,36.99,285.36,33.8
285.24,36.42,284.33,37.54,289.58,36.99,285.39,33.79
285.27,36.42,284.35,37.54,289.6,36.99,285.41,33.8
285.29,36.42,284.37,37.54,289.6,36.99,285.42,33.8
285.31,36.42,284.39,37.54,289.64,36.98,285.43,33.79
285.33,36.42,284.41,37.54,289.64,36.98,285.47,33.8
285.35,36.41,284.44,37.53,289.68,36.98,285.5,33.79
285.38,36.41,284.47,37.53,289.69,36.98,285.54,33.79
285.4,36.41,284.49,37.53,289.7,36.98,285.54,33.79
285.42,36.41,284.51,37.53,289.71,36.98,285.56,33.78
285.44,36.41,284.53,37.53,289.72,36.98,285.6,33.78
285.46,36.41,284.56,37.52,289.75,36.98,285.62,33.78
285.48,36.4,284.58,37.52,289.77,36.98,285.64,33.78
285.5,36.4,284.61,37.52,289.78,36.97,285.64,33.78
285.52,36.4,284.63,37.52,289.81,36.97,285.66,33.78
285.54,36.4,284.64,37.52,289.81,36.97,285.71,33.77
285.56,36.4,284.67,37.51,289.82,36.97,285.72,33.78
285.58,36.4,284.7,37.51,289.84,36.97,285.76,33.77
285.61,36.39,284.72,37.51,289.85,36.97,285.79,33.77
285.63,36.39,284.74,37.51,289.87,36.97,285.8,33.77
285.65,36.39,284.77,37.51,289.89,36.96,285.81,33.77
285.67,36.39,284.79,37.5,289.9,36.96,285.83,33.76
285.69,36.39,284.82,37.5,289.91,36.97,285.85,33.77
285.71,36.39,284.83,37.5,289.95,36.96,285.89,33.76
285.73,36.38,284.86,37.5,289.95,36.96,285.9,33.76
285.75,36.38,284.88,37.5,289.96,36.96,285.91,33.76
285.77,36.38,284.9,37.5,289.97,36.96,285.95,33.76
285.79,36.38,284.93,37.49,290,36.95,285.98,33.76
285.82,36.38,284.94,37.49,290.03,36.95,286.01,33.76
285.83,36.38,284.97,37.49,290.03,36.95,286.01,33.75
285.86,36.37,284.99,37.49,290.06,36.95,286.02,33.75
285.88,36.37,285.01,37.49,290.07,36.95,286.04,33.75
285.89,36.37,285.04,37.48,290.09,36.95,286.08,33.75
285.91,36.37,285.06,37.48,290.1,36.94,286.1,33.74
285.93,36.37,285.08,37.48,290.11,36.95,286.13,33.75
285.95,36.37,285.1,37.48,290.13,36.94,286.15,33.75
285.97,36.37,285.13,37.48,290.14,36.94,286.17,33.74
285.99,36.36,285.15,37.47,290.15,36.94,286.21,33.74
286.01,36.36,285.17,37.47,290.17,36.94,286.22,33.74
286.03,36.36,285.18,37.47,290.19,36.94,286.28,33.74
286.06,36.36,285.22,37.47,290.21,36.94,286.29,33.73
286.08,36.36,285.24,37.47,290.23,36.94,286.31,33.74
286.1,36.36,285.25,37.46,290.23,36.93,286.32,33.74
286.11,36.35,285.27,37.46,290.26,36.93,286.33,33.74
286.13,36.35,285.31,37.46,290.27,36.93,286.35,33.73
286.15,36.35,285.33,37.46,290.28,36.93,286.39,33.73
286.17,36.35,285.35,37.46,290.28,36.93,286.39,33.73
286.19,36.35,285.36,37.46,290.32,36.93,286.43,33.73
286.22,36.35,285.39,37.45,290.33,36.93,286.45,33.73
286.23,36.34,285.41,37.45,290.34,36.93,286.47,33.72
286.25,36.34,285.44,37.45,290.37,36.93,286.48,33.72
286.27,36.34,285.45,37.45,290.39,36.92,286.51,33.72
286.29,36.34,285.47,37.45,290.4,36.92,286.56,33.72
286.31,36.34,285.49,37.45,290.41,36.92,286.58,33.72
286.33,36.34,285.52,37.44,290.41,36.92,286.6,33.72
286.35,36.34,285.54,37.44,290.43,36.92,286.6,33.72
286.37,36.33,285.56,37.44,290.44,36.92,286.61,33.71
286.39,36.33,285.58,37.44,290.46,36.92,286.65,33.71
286.41,36.33,285.6,37.44,290.48,36.92,286.66,33.71
286.43,36.33,285.63,37.43,290.51,36.92,286.7,33.71
286.45,36.33,285.64,37.43,290.51,36.91,286.71,33.71
286.47,36.33,285.67,37.43,290.51,36.91,286.73,33.71
286.48,36.32,285.69,37.43,290.53,36.91,286.77,33.7
286.5,36.32,285.7,37.43,290.54,36.91,286.78,33.7
286.52,36.32,285.73,37.43,290.58,36.91,286.82,33.7
286.54,36.32,285.75,37.42,290.58,36.91,286.83,33.7
286.56,36.32,285.77,37.42,290.58,36.91,286.83,33.7
286.58,36.32,285.79,37.42,290.61,36.91,286.84,33.7
286.6,36.32,285.81,37.42,290.62,36.9,286.86,33.7
286.61,36.31,285.83,37.42,290.65,36.9,286.91,33.69
286.64,36.31,285.85,37.41,290.65,36.9,286.92,33.69
286.65,36.31,285.87,37.41,290.66,36.9,286.95,33.69
286.67,36.31,285.89,37.41,290.7,36.9,286.96,33.69
286.69,36.31,285.92,37.41,290.7,36.9,286.98,33.69
286.71,36.31,285.93,37.41,290.71,36.9,286.98,33.69
286.73,36.31,285.95,37.41,290.73,36.9,287.02,33.69
286.75,36.3,285.98,37.4,290.76,36.9,287.04,33.68
286.77,36.3,286,37.4,290.76,36.89,287.07,33.69
286.79,36.3,286.02,37.4,290.77,36.89,287.07,33.68
286.8,36.3,286.03,37.4,290.79,36.89,287.08,33.68
286.82,36.3,286.06,37.4,290.79,36.89,287.09,33.68
286.84,36.3,286.07,37.4,290.81,36.89,287.14,33.68
286.86,36.3,286.1,37.39,290.82,36.89,287.15,33.67
286.88,36.29,286.12,37.39,290.83,36.89,287.16,33.68
286.89,36.29,286.13,37.39,290.85,36.89,287.18,33.67
286.91,36.29,286.15,37.39,290.86,36.88,287.24,33.67
286.93,36.29,286.17,37.39,290.88,36.88,287.26,33.67
286.95,36.29,286.2,37.39,290.9,36.88,287.29,33.67
286.97,36.29,286.22,37.38,290.91,36.88,287.3,33.67
286.98,36.29,286.24,37.38,290.93,36.88,287.32,33.67
287,36.28,286.26,37.38,290.94,36.88,287.35,33.67
287.02,36.28,286.28,37.38,290.96,36.88,287.36,33.67
287.04,36.28,286.3,37.38,290.97,36.88,287.36,33.66
287.06,36.28,286.31,37.38,290.97,36.88,287.37,33.66
287.07,36.28,286.33,37.37,290.99,36.88,287.39,33.66
287.09,36.28,286.35,37.37,291.01,36.88,287.41,33.66
287.11,36.28,286.36,37.37,291.02,36.87,287.43,33.66
287.12,36.27,286.4,37.37,291.02,36.87,287.46,33.66
287.15,36.27,286.4,37.37,291.04,36.87,287.47,33.66
287.16,36.27,286.43,37.37,291.04,36.87,287.47,33.65
287.18,36.27,286.45,37.36,291.04,36.87,287.52,33.65
287.2,36.27,286.47,37.36,291.07,36.87,287.55,33.66
287.22,36.27,286.49,37.36,291.07,36.87,287.56,33.65
287.23,36.26,286.51,37.36,291.1,36.87,287.59,33.65
287.25,36.26,286.53,37.36,291.11,36.86,287.61,33.65
287.27,36.26,286.55,37.36,291.13,36.86,287.62,33.64
287.29,36.26,286.57,37.35,291.16,36.86,287.64,33.64
287.3,36.26,286.59,37.35,291.17,36.86,287.65,33.65
287.32,36.26,286.6,37.35,291.18,36.86,287.66,33.64
287.34,36.26,286.62,37.35,291.19,36.86,287.71,33.64
287.35,36.26,286.63,37.35,291.22,36.86,287.71,33.64
287.37,36.25,286.65,37.35,291.22,36.86,287.73,33.64
287.39,36.25,286.68,37.35,291.23,36.86,287.73,33.64
287.4,36.25,286.69,37.34,291.25,36.86,287.76,33.63
287.42,36.25,286.72,37.34,291.26,36.85,287.8,33.64
287.44,36.25,286.73,37.34,291.27,36.85,287.8,33.63
287.45,36.25,286.75,37.34,291.29,36.85,287.81,33.64
287.48,36.25,286.77,37.34,291.3,36.85,287.82,33.63
287.49,36.25,286.79,37.34,291.3,36.85,287.86,33.63
287.51,36.24,286.81,37.33,291.31,36.85,287.87,33.63
287.53,36.24,286.82,37.33,291.32,36.85,287.89,33.63
287.54,36.24,286.84,37.33,291.35,36.85,287.91,33.62
287.56,36.24,286.86,37.33,291.36,36.84,287.92,33.63
287.58,36.24,286.89,37.33,291.39,36.84,287.94,33.62
287.59,36.24,286.9,37.33,291.39,36.84,287.99,33.62
287.61,36.24,286.92,37.32,291.4,36.84,288,33.62
287.63,36.23,286.95,37.32,291.4,36.84,288.04,33.62
287.64,36.23,286.96,37.32,291.42,36.84,288.04,33.62
287.66,36.23,286.98,37.32,291.43,36.84,288.07,33.62
287.67,36.23,287,37.32,291.45,36.84,288.07,33.62
287.69,36.23,287.02,37.32,291.46,36.84,288.1,33.62
287.71,36.23,287.03,37.32,291.47,36.84,288.11,33.61
287.72,36.23,287.05,37.31,291.49,36.84,288.11,33.61
287.74,36.23,287.06,37.31,291.5,36.84,288.13,33.61
287.76,36.22,287.09,37.31,291.51,36.83,288.15,33.61
287.78,36.22,287.1,37.31,291.53,36.83,288.18,33.61
287.79,36.22,287.12,37.31,291.53,36.83,288.19,33.61
287.8,36.22,287.13,37.31,291.53,36.83,288.2,33.61
287.82,36.22,287.16,37.31,291.56,36.83,288.23,33.6
287.83,36.22,287.17,37.3,291.57,36.83,288.23,33.6
287.85,36.22,287.19,37.3,291.59,36.83,288.27,33.6
287.87,36.22,287.21,37.3,291.59,36.83,288.31,33.6
287.89,36.21,287.21,37.3,291.6,36.83,288.31,33.6
287.91,36.21,287.24,37.3,291.63,36.82,288.32,33.6
287.92,36.21,287.26,37.3,291.63,36.82,288.34,33.6
287.93,36.21,287.28,37.3,291.65,36.82,288.35,33.59
287.95,36.21,287.29,37.29,291.65,36.82,288.37,33.6
287.97,36.21,287.31,37.29,291.66,36.82,288.37,33.6
287.98,36.21,287.33,37.29,291.69,36.82,288.42,33.59
288,36.21,287.34,37.29,291.71,36.82,288.42,33.59
288.01,36.2,287.37,37.29,291.71,36.82,288.45,33.59
288.03,36.2,287.38,37.29,291.71,36.81,288.47,33.59
288.05,36.2,287.39,37.28,291.71,36.82,288.47,33.59
288.06,36.2,287.42,37.28,291.74,36.81,288.49,33.59
288.08,36.2,287.43,37.28,291.74,36.81,288.49,33.58
288.09,36.2,287.45,37.28,291.77,36.81,288.51,33.59
288.11,36.2,287.47,37.28,291.77,36.81,288.53,33.58
288.13,36.2,287.49,37.28,291.8,36.81,288.56,33.58
288.14,36.2,287.5,37.28,291.8,36.81,288.59,33.58
288.15,36.19,287.52,37.27,291.81,36.81,288.61,33.58
288.17,36.19,287.54,37.27,291.81,36.81,288.62,33.58
288.19,36.19,287.55,37.27,291.83,36.81,288.62,33.58
288.2,36.19,287.57,37.27,291.85,36.8,288.64,33.57
288.22,36.19,287.6,37.27,291.87,36.81,288.64,33.58
288.23,36.19,287.6,37.27,291.87,36.8,288.68,33.57
288.25,36.19,287.62,37.27,291.88,36.8,288.71,33.57
288.26,36.18,287.64,37.27,291.9,36.8,288.72,33.57
288.28,36.18,287.66,37.26,291.9,36.8,288.72,33.57
288.29,36.18,287.67,37.26,291.92,36.8,288.73,33.57
288.31,36.18,287.69,37.26,291.92,36.8,288.73,33.57
288.32,36.18,287.7,37.26,291.93,36.8,288.79,33.57
288.34,36.18,287.71,37.26,291.94,36.8,288.81,33.57
288.35,36.18,287.73,37.26,291.94,36.8,288.84,33.56
288.37,36.18,287.76,37.26,291.97,36.79,288.85,33.56
288.38,36.17,287.78,37.25,291.98,36.79,288.85,33.56
288.4,36.17,287.79,37.25,291.99,36.79,288.86,33.56
288.41,36.17,287.8,37.25,292,36.79,288.92,33.56
288.43,36.17,287.82,37.25,292.01,36.79,288.94,33.56
288.44,36.17,287.84,37.25,292.02,36.79,288.95,33.56
288.46,36.17,287.86,37.25,292.04,36.79,288.97,33.56
288.47,36.17,287.86,37.25,292.05,36.79,288.97,33.56
288.48,36.17,287.89,37.24,292.06,36.79,288.98,33.55
288.5,36.17,287.89,37.24,292.07,36.79,288.99,33.55
288.52,36.16,287.91,37.24,292.08,36.79,288.99,33.55
288.53,36.16,287.94,37.24,292.1,36.78,289,33.55
288.54,36.16,287.94,37.24,292.12,36.78,289.05,33.55
288.56,36.16,287.97,37.24,292.14,36.78,289.07,33.55
288.58,36.16,287.99,37.24,292.14,36.78,289.07,33.55
288.59,36.16,287.99,37.23,292.16,36.78,289.07,33.55
288.6,36.16,288.01,37.23,292.16,36.78,289.1,33.55
288.62,36.16,288.03,37.23,292.16,36.78,289.1,33.54
288.63,36.16,288.05,37.23,292.16,36.78,289.11,33.54
288.64,36.15,288.06,37.23,292.19,36.78,289.13,33.54
288.66,36.15,288.07,37.23,292.2,36.78,289.18,33.54
288.68,36.15,288.1,37.23,292.21,36.78,289.18,33.54
288.69,36.15,288.1,37.23,292.23,36.78,289.19,33.54
288.7,36.15,288.12,37.22,292.24,36.77,289.21,33.54
288.72,36.15,288.14,37.22,292.25,36.77,289.22,33.54
288.73,36.15,288.15,37.22,292.25,36.77,289.22,33.54
288.75,36.15,288.17,37.22,292.26,36.77,289.26,33.54
288.76,36.15,288.18,37.22,292.27,36.77,289.31,33.53
288.78,36.15,288.21,37.22,292.28,36.77,289.31,33.53
288.79,36.14,288.22,37.22,292.31,36.77,289.31,33.53
288.8,36.14,288.24,37.22,292.32,36.77,289.33,33.53
288.82,36.14,288.24,37.21,292.33,36.77,289.33,33.53
288.83,36.14,288.27,37.21,292.33,36.77,289.35,33.52
288.85,36.14,288.28,37.21,292.33,36.76,289.38,33.53
288.86,36.14,288.3,37.21,292.33,36.77,289.39,33.53
288.88,36.14,288.31,37.21,292.36,36.77,289.43,33.53
288.89,36.14,288.33,37.21,292.38,36.76,289.43,33.52
288.9,36.13,288.35,37.21,292.39,36.76,289.44,33.52
288.92,36.13,288.36,37.21,292.4,36.76,289.45,33.52
288.93,36.13,288.37,37.2,292.41,36.76,289.46,33.52
288.94,36.13,288.39,37.2,292.42,36.76,289.48,33.52
288.96,36.13,288.41,37.2,292.43,36.76,289.48,33.52
288.97,36.13,288.41,37.2,292.44,36.76,289.48,33.52
288.99,36.13,288.43,37.2,292.46,36.76,289.52,33.52
289,36.13,288.45,37.2,292.47,36.76,289.52,33.52
289.01,36.13,288.47,37.2,292.48,36.76,289.53,33.51
289.03,36.12,288.48,37.2,292.48,36.76,289.58,33.51
289.04,36.12,288.49,37.19,292.49,36.76,289.59,33.52
289.05,36.12,288.51,37.19,292.5,36.75,289.6,33.51
289.07,36.12,288.52,37.19,292.51,36.75,289.6,33.51
289.08,36.12,288.55,37.19,292.52,36.75,289.63,33.51
289.1,36.12,288.56,37.19,292.53,36.75,289.66,33.51
289.11,36.12,288.56,37.19,292.53,36.75,289.67,33.51
289.12,36.12,288.58,37.19,292.55,36.75,289.69,33.5
289.14,36.12,288.6,37.19,292.56,36.75,289.7,33.51
289.15,36.12,288.62,37.18,292.57,36.75,289.7,33.51
289.16,36.11,288.62,37.18,292.58,36.75,289.71,33.51
289.17,36.11,288.64,37.18,292.6,36.75,289.73,33.5
289.19,36.11,288.66,37.18,292.6,36.75,289.74,33.5
289.2,36.11,288.67,37.18,292.61,36.75,289.75,33.5
289.22,36.11,288.68,37.18,292.62,36.74,289.77,33.5
289.23,36.11,288.7,37.18,292.64,36.74,289.78,33.5
289.24,36.11,288.71,37.18,292.65,36.74,289.79,33.5
289.26,36.11,288.73,37.17,292.65,36.74,289.8,33.5
289.27,36.11,288.74,37.17,292.66,36.74,289.8,33.5
289.28,36.1,288.77,37.17,292.66,36.74,289.82,33.5
289.29,36.1,288.77,37.17,292.67,36.74,289.84,33.5
289.31,36.1,288.78,37.17,292.67,36.74,289.84,33.49
289.32,36.1,288.8,37.17,292.69,36.74,289.87,33.49
289.33,36.1,288.81,37.17,292.71,36.74,289.9,33.49
289.35,36.1,288.83,37.17,292.72,36.74,289.92,33.49
289.36,36.1,288.85,37.17,292.72,36.74,289.92,33.49
289.37,36.1,288.86,37.16,292.74,36.73,289.94,33.49
289.38,36.1,288.87,37.16,292.75,36.74,289.94,33.49
289.4,36.1,288.88,37.16,292.75,36.73,289.95,33.49
289.41,36.1,288.9,37.16,292.75,36.73,290,33.49
289.42,36.09,288.92,37.16,292.75,36.73,290.02,33.48
289.44,36.09,288.92,37.16,292.78,36.73,290.02,33.48
289.45,36.09,288.94,37.16,292.78,36.73,290.05,33.49
289.46,36.09,288.96,37.16,292.79,36.73,290.1,33.48
289.47,36.09,288.97,37.15,292.79,36.73,290.11,33.48
289.48,36.09,288.98,37.15,292.82,36.73,290.11,33.48
289.5,36.09,289,37.15,292.83,36.73,290.11,33.48
289.51,36.09,289.01,37.15,292.83,36.73,290.13,33.48
289.52,36.09,289.03,37.15,292.84,36.73,290.15,33.47
289.53,36.09,289.04,37.15,292.87,36.73,290.16,33.48
289.55,36.08,289.05,37.15,292.88,36.73,290.16,33.47
289.56,36.08,289.06,37.15,292.89,36.72,290.17,33.48
289.57,36.08,289.08,37.15,292.89,36.72,290.17,33.47
289.58,36.08,289.1,37.14,292.9,36.72,290.18,33.48
289.6,36.08,289.1,37.14,292.92,36.72,290.18,33.47
289.61,36.08,289.12,37.14,292.92,36.72,290.2,33.47
289.62,36.08,289.13,37.14,292.93,36.72,290.21,33.46
289.63,36.08,289.15,37.14,292.94,36.72,290.22,33.47
289.65,36.08,289.16,37.14,292.95,36.72,290.23,33.47
289.65,36.08,289.17,37.14,292.95,36.72,290.27,33.47
289.67,36.07,289.19,37.14,292.95,36.72,290.29,33.47
289.69,36.07,289.2,37.14,292.96,36.72,290.3,33.46
289.7,36.07,289.22,37.13,292.97,36.72,290.31,33.47
289.71,36.07,289.22,37.13,292.98,36.72,290.33,33.46
289.72,36.07,289.24,37.13,292.99,36.71,290.33,33.46
289.73,36.07,289.25,37.13,293.01,36.71,290.35,33.46
289.74,36.07,289.27,37.13,293.01,36.71,290.36,33.46
289.76,36.07,289.28,37.13,293.03,36.71,290.37,33.46
289.77,36.07,289.3,37.13,293.04,36.71,290.4,33.46
289.78,36.07,289.31,37.13,293.04,36.71,290.41,33.46
289.79,36.07,289.32,37.13,293.05,36.71,290.42,33.46
289.8,36.06,289.33,37.12,293.07,36.71,290.44,33.45
289.82,36.06,289.35,37.12,293.08,36.71,290.44,33.46
289.83,36.06,289.36,37.12,293.09,36.71,290.47,33.45
289.84,36.06,289.38,37.12,293.09,36.71,290.48,33.45
289.85,36.06,289.39,37.12,293.09,36.71,290.49,33.45
289.86,36.06,289.4,37.12,293.09,36.71,290.51,33.45
289.88,36.06,289.41,37.12,293.11,36.7,290.51,33.45
289.89,36.06,289.42,37.12,293.11,36.7,290.51,33.45
289.9,36.06,289.43,37.12,293.12,36.7,290.52,33.45
289.91,36.06,289.45,37.11,293.13,36.7,290.54,33.45
289.92,36.06,289.46,37.11,293.15,36.7,290.55,33.45
289.93,36.05,289.48,37.11,293.15,36.7,290.56,33.45
289.95,36.05,289.49,37.11,293.16,36.7,290.57,33.45
289.96,36.05,289.51,37.11,293.16,36.7,290.58,33.45
289.97,36.05,289.51,37.11,293.17,36.7,290.62,33.44
289.98,36.05,289.52,37.11,293.19,36.7,290.62,33.44
289.99,36.05,289.54,37.11,293.2,36.7,290.64,33.44
290,36.05,289.56,37.11,293.21,36.7,290.65,33.44
290.01,36.05,289.56,37.11,293.21,36.7,290.65,33.44
290.03,36.05,289.58,37.1,293.23,36.7,290.65,33.44
290.04,36.05,289.6,37.1,293.24,36.7,290.69,33.44
290.05,36.05,289.61,37.1,293.24,36.7,290.7,33.44
290.06,36.04,289.62,37.1,293.26,36.7,290.72,33.44
290.07,36.04,289.62,37.1,293.26,36.69,290.72,33.43
290.08,36.04,289.64,37.1,293.26,36.69,290.73,33.44
290.09,36.04,289.65,37.1,293.28,36.69,290.73,33.44
290.1,36.04,289.67,37.1,293.28,36.69,290.75,33.44
290.12,36.04,289.68,37.1,293.29,36.69,290.77,33.43
290.12,36.04,289.69,37.09,293.3,36.69,290.78,33.43
290.14,36.04,289.7,37.09,293.3,36.69,290.78,33.43
290.15,36.04,289.71,37.09,293.31,36.69,290.78,33.43
290.16,36.04,289.73,37.09,293.32,36.69,290.8,33.43
290.17,36.04,289.74,37.09,293.33,36.69,290.83,33.43
290.18,36.03,289.75,37.09,293.33,36.69,290.85,33.43
290.2,36.03,289.76,37.09,293.35,36.69,290.86,33.43
290.21,36.03,289.78,37.09,293.35,36.69,290.86,33.43
290.21,36.03,289.79,37.09,293.37,36.69,290.88,33.43
290.23,36.03,289.8,37.09,293.37,36.68,290.9,33.42
290.24,36.03,289.82,37.08,293.38,36.69,290.91,33.43
290.24,36.03,289.83,37.08,293.38,36.68,290.91,33.43
290.26,36.03,289.84,37.08,293.4,36.68,290.91,33.42
290.27,36.03,289.84,37.08,293.41,36.68,290.93,33.42
290.28,36.03,289.86,37.08,293.42,36.68,290.95,33.42
290.29,36.03,289.88,37.08,293.42,36.68,290.95,33.42
290.3,36.03,289.88,37.08,293.43,36.68,290.97,33.42
290.31,36.03,289.9,37.08,293.44,36.68,290.98,33.42
290.32,36.02,289.91,37.08,293.45,36.68,291,33.42
290.33,36.02,289.92,37.08,293.45,36.68,291.02,33.42
290.34,36.02,289.93,37.08,293.46,36.68,291.03,33.42
290.35,36.02,289.94,37.07,293.47,36.68,291.07,33.41
290.37,36.02,289.95,37.07,293.48,36.68,291.07,33.42
290.38,36.02,289.96,37.07,293.49,36.68,291.07,33.41
290.38,36.02,289.98,37.07,293.49,36.68,291.07,33.41
290.4,36.02,289.99,37.07,293.49,36.67,291.08,33.41
290.4,36.02,290,37.07,293.51,36.67,291.09,33.42
290.41,36.02,290.01,37.07,293.52,36.67,291.12,33.41
290.43,36.02,290.03,37.07,293.53,36.67,291.13,33.41
290.44,36.02,290.03,37.07,293.53,36.67,291.14,33.41
290.45,36.01,290.05,37.07,293.54,36.67,291.15,33.41
290.46,36.01,290.06,37.06,293.54,36.67,291.18,33.41
290.47,36.01,290.07,37.06,293.55,36.67,291.18,33.4
290.48,36.01,290.08,37.06,293.56,36.67,291.18,33.4
290.49,36.01,290.1,37.06,293.56,36.67,291.19,33.41
290.5,36.01,290.11,37.06,293.56,36.67,291.19,33.41
290.51,36.01,290.12,37.06,293.56,36.67,291.19,33.4
290.52,36.01,290.13,37.06,293.57,36.67,291.23,33.4
290.53,36.01,290.13,37.06,293.59,36.67,291.24,33.4
290.54,36.01,290.16,37.06,293.59,36.67,291.24,33.4
290.55,36.01,290.16,37.06,293.6,36.67,291.27,33.4
290.56,36.01,290.17,37.06,293.62,36.67,291.29,33.4
