T,CX 120530 (Condenser He4),T,CX 120536 (EV 4),T,CX 120560 (IC),T,CX 120258 (UC)
4.235,321.62,1.105,977.51,0.315,5273.2,0.274,1681.6
4.235,321.62,1.105,977.53,0.315,5272.8,0.274,1681.7
4.235,321.62,1.105,977.54,0.315,5272.3,0.274,1681.7
4.235,321.62,1.105,977.53,0.315,5272.1,0.274,1683
4.235,321.62,1.105,977.53,0.315,5272.3,0.274,1682.2
4.235,321.62,1.105,977.52,0.315,5272.4,0.274,1682.5
4.235,321.62,1.105,977.53,0.315,5272.5,0.274,1685.5
4.235,321.62,1.105,977.53,0.315,5272.5,0.274,1681.8
4.235,321.62,1.105,977.51,0.315,5271.9,0.274,1680.8
4.235,321.62,1.105,977.52,0.315,5272.6,0.274,1682.7
4.235,321.62,1.105,977.52,0.315,5272.2,0.274,1682.6
4.235,321.62,1.105,977.51,0.315,5272.4,0.274,1681.1
4.235,321.62,1.105,977.51,0.315,5271.7,0.274,1684.7
4.235,321.62,1.105,977.53,0.315,5271.7,0.274,1684.9
4.235,321.62,1.105,977.52,0.315,5271.8,0.274,1682.3
4.235,321.62,1.105,977.52,0.315,5272.3,0.274,1685.1
4.235,321.62,1.105,977.51,0.315,5273.1,0.274,1682.3
4.235,321.62,1.105,977.51,0.315,5273,0.274,1681.7
4.235,321.62,1.105,977.51,0.315,5272.3,0.274,1684.2
4.235,321.62,1.105,977.52,0.315,5272.2,0.274,1684
4.235,321.62,1.105,977.5,0.315,5273.1,0.274,1681.9
4.235,321.62,1.105,977.51,0.315,5273,0.274,1680.3
4.235,321.62,1.105,977.53,0.315,5272.9,0.274,1683.5
4.235,321.62,1.105,977.52,0.315,5273,0.274,1682.2
4.235,321.61,1.105,977.53,0.315,5272.7,0.274,1681.4
4.235,321.62,1.105,977.51,0.315,5272.6,0.274,1681.3
4.235,321.62,1.105,977.52,0.315,5272.8,0.274,1684.4
4.235,321.62,1.105,977.52,0.315,5273.2,0.274,1683.1
4.235,321.62,1.105,977.52,0.315,5272.8,0.274,1682
4.235,321.63,1.105,977.51,0.315,5272.8,0.274,1683.7
4.235,321.62,1.105,977.52,0.315,5273,0.274,1680.9
4.235,321.63,1.105,977.45,0.315,5272.7,0.274,1682.7
4.235,321.62,1.105,977.44,0.315,5273,0.274,1681
4.235,321.62,1.105,977.45,0.315,5273.2,0.274,1682.9
4.235,321.63,1.105,977.43,0.315,5272.6,0.274,1682
4.235,321.63,1.105,977.44,0.315,5272.8,0.274,1680.8
4.235,321.63,1.105,977.45,0.315,5272.8,0.274,1683.5
4.235,321.62,1.105,977.44,0.315,5272.8,0.274,1684.1
4.235,321.62,1.105,977.44,0.315,5272.5,0.274,1681.8
4.235,321.63,1.105,977.44,0.315,5273.1,0.274,1684.9
4.235,321.62,1.105,977.44,0.315,5273.4,0.274,1683.2
4.235,321.62,1.105,977.45,0.315,5272.9,0.274,1679.4
4.235,321.62,1.105,977.45,0.315,5273.4,0.274,1680.4
4.235,321.63,1.105,977.45,0.315,5273,0.274,1681.4
4.235,321.63,1.105,977.44,0.315,5272.9,0.274,1681.8
4.235,321.62,1.105,977.44,0.315,5272.8,0.274,1682.1
4.235,321.63,1.105,977.44,0.315,5273,0.274,1682.2
4.235,321.63,1.105,977.44,0.315,5273.2,0.274,1684.2
4.235,321.63,1.105,977.45,0.315,5272.9,0.274,1684.1
4.235,321.62,1.105,977.44,0.315,5273.1,0.274,1681.5
4.235,321.63,1.105,977.45,0.315,5273,0.274,1681.6
4.235,321.63,1.105,977.44,0.315,5273.1,0.274,1682.4
4.235,321.63,1.105,977.44,0.315,5273.1,0.274,1683.1
4.235,321.63,1.105,977.44,0.315,5273,0.274,1680.7
4.235,321.63,1.105,977.44,0.315,5273.3,0.274,1679.7
4.235,321.64,1.105,977.44,0.315,5273,0.274,1680.8
4.235,321.63,1.105,977.45,0.315,5272.6,0.274,1683.4
4.235,321.63,1.105,977.45,0.315,5272.5,0.274,1682.3
4.235,321.63,1.105,977.45,0.315,5272.6,0.274,1682.8
4.235,321.63,1.105,977.46,0.315,5272.9,0.274,1682.1
4.235,321.64,1.105,977.45,0.315,5272.6,0.274,1684.1
4.235,321.64,1.105,977.45,0.315,5272.3,0.274,1684.5
4.235,321.63,1.105,977.43,0.315,5273,0.274,1683.3
4.235,321.63,1.105,977.45,0.315,5273.3,0.274,1682.5
4.235,321.63,1.105,977.44,0.315,5272.9,0.274,1681.1
4.235,321.63,1.105,977.44,0.315,5272.6,0.274,1679.4
4.235,321.63,1.105,977.44,0.315,5273,0.274,1683.3
4.235,321.63,1.105,977.43,0.315,5273.1,0.274,1680.6
4.235,321.64,1.105,977.45,0.315,5273,0.274,1681
4.235,321.64,1.105,977.44,0.315,5273.1,0.274,1683.7
4.235,321.64,1.105,977.46,0.315,5273.3,0.274,1683
4.235,321.63,1.105,977.47,0.315,5273.1,0.274,1681.4
4.235,321.64,1.105,977.46,0.315,5273.2,0.274,1683.2
4.235,321.64,1.105,977.46,0.315,5273,0.274,1683.2
4.235,321.64,1.105,977.47,0.315,5272.6,0.274,1680.5
4.235,321.64,1.105,977.47,0.315,5272.7,0.274,1681.5
4.235,321.63,1.105,977.48,0.315,5273.1,0.274,1679.5
4.235,321.64,1.105,977.46,0.315,5272.7,0.274,1679.6
4.235,321.64,1.105,977.46,0.315,5273.1,0.274,1683.3
4.235,321.64,1.105,977.47,0.315,5272.8,0.274,1681.1
4.235,321.64,1.105,977.48,0.315,5273.4,0.274,1683.4
4.235,321.64,1.105,977.47,0.315,5272.9,0.274,1683.3
4.235,321.64,1.105,977.47,0.315,5272.7,0.274,1680.5
4.235,321.64,1.105,977.47,0.315,5273,0.274,1680.6
4.235,321.64,1.105,977.48,0.315,5272.6,0.274,1682.7
4.235,321.64,1.105,977.48,0.315,5272.5,0.274,1681.8
4.235,321.65,1.105,977.47,0.315,5272.5,0.274,1681
4.235,321.64,1.105,977.46,0.315,5272.8,0.274,1682.5
4.235,321.64,1.105,977.46,0.315,5272.8,0.274,1682.9
4.235,321.64,1.105,977.46,0.315,5272.5,0.274,1680.3
4.235,321.65,1.105,977.46,0.315,5272.1,0.274,1680.5
4.235,321.64,1.105,977.46,0.315,5272.8,0.274,1683.9
4.235,321.65,1.105,977.46,0.315,5272.1,0.274,1681.1
4.235,321.65,1.105,977.46,0.315,5272.3,0.274,1682.6
4.235,321.63,1.105,977.46,0.315,5272.3,0.274,1681.1
4.235,321.65,1.105,977.45,0.315,5272.2,0.274,1683.7
4.235,321.65,1.105,977.45,0.315,5272.2,0.274,1682.4
4.235,321.65,1.105,977.46,0.315,5272,0.274,1679.4
4.235,321.65,1.105,977.45,0.315,5272.1,0.274,1680.3
4.235,321.65,1.105,977.46,0.315,5272.3,0.274,1682.3
4.235,321.64,1.105,977.45,0.315,5272.1,0.274,1680
4.235,321.65,1.105,977.46,0.315,5272.5,0.274,1679.9
4.235,321.64,1.105,977.46,0.315,5272.2,0.274,1681.4
4.235,321.64,1.105,977.45,0.315,5272.6,0.274,1679.9
4.235,321.64,1.105,977.45,0.315,5272.4,0.274,1681.3
4.235,321.65,1.105,977.45,0.315,5270.5,0.274,1683.4
4.235,321.65,1.105,977.46,0.315,5272,0.274,1683.1
4.235,321.65,1.105,977.46,0.315,5272.3,0.274,1682.2
4.235,321.65,1.105,977.46,0.315,5272,0.274,1679.4
4.235,321.65,1.105,977.09,0.315,5272.1,0.274,1679.1
4.235,321.65,1.105,977.1,0.315,5273.2,0.274,1681
4.235,321.65,1.105,977.09,0.315,5273.2,0.274,1681.3
4.235,321.64,1.105,977.1,0.315,5272.8,0.274,1682.8
4.235,321.65,1.105,977.1,0.315,5272.9,0.274,1683.5
4.235,321.65,1.105,977.1,0.315,5272.5,0.274,1683
4.235,321.65,1.105,977.11,0.315,5272.7,0.274,1683.6
4.235,321.65,1.105,977.11,0.315,5273,0.274,1682.9
4.235,321.64,1.105,977.12,0.315,5272.7,0.274,1680
4.235,321.65,1.105,977.08,0.315,5272.9,0.274,1682.4
4.235,321.65,1.105,977.08,0.315,5272,0.274,1678.2
4.235,321.65,1.105,977.08,0.315,5272,0.274,1680.4
4.235,321.65,1.105,977.09,0.315,5272.3,0.274,1677.8
4.235,321.65,1.105,977.08,0.315,5272.4,0.274,1681.9
4.235,321.64,1.105,977.09,0.315,5272.8,0.274,1681.6
4.235,321.65,1.105,977.09,0.315,5272.9,0.274,1681.1
4.235,321.65,1.105,977.09,0.315,5272.4,0.274,1680.9
4.235,321.65,1.105,977.09,0.315,5273,0.274,1682.5
4.235,321.65,1.105,977.1,0.315,5273.7,0.274,1682.8
4.235,321.65,1.105,977.11,0.315,5273.5,0.274,1682.6
4.235,321.65,1.105,977.25,0.315,5273.4,0.274,1680.5
4.235,321.66,1.105,977.27,0.315,5273.4,0.274,1680.6
4.235,321.65,1.105,977.2,0.315,5273.5,0.274,1677.5
4.235,321.66,1.105,977.23,0.315,5273.4,0.274,1677.3
4.235,321.65,1.105,977.32,0.315,5273.4,0.274,1678.4
4.235,321.65,1.105,977.38,0.315,5273.2,0.274,1678.5
4.235,321.65,1.105,977.39,0.315,5273.7,0.274,1679.5
4.235,321.66,1.105,977.33,0.315,5273.6,0.274,1680.7
4.235,321.65,1.105,977.35,0.315,5273.6,0.274,1681.1
4.235,321.65,1.105,977.14,0.315,5273.6,0.274,1682.3
4.235,321.65,1.105,977.11,0.315,5273.4,0.274,1681.2
4.235,321.65,1.105,977.1,0.315,5272.9,0.274,1682.1
4.235,321.66,1.105,977.11,0.315,5273.4,0.274,1678.8
4.235,321.65,1.105,977.11,0.315,5273.6,0.274,1677.4
4.235,321.65,1.105,977.09,0.315,5273.5,0.274,1677.4
4.235,321.65,1.105,977.07,0.315,5273.4,0.274,1677.6
4.235,321.65,1.105,977.11,0.315,5273.3,0.274,1679.3
4.235,321.66,1.105,976.97,0.315,5272.3,0.274,1680.7
4.235,321.65,1.105,977.02,0.315,5272.7,0.274,1682.1
4.235,321.65,1.105,977.07,0.315,5273.2,0.274,1680.7
4.235,321.65,1.105,977.06,0.315,5272.1,0.274,1681.3
4.235,321.64,1.105,977.07,0.315,5272.6,0.274,1682.6
4.235,321.65,1.105,977.06,0.315,5271.9,0.274,1681
4.235,321.65,1.105,977.07,0.315,5271,0.274,1679.8
4.235,321.65,1.105,977.08,0.315,5272.8,0.274,1680.4
4.235,321.65,1.105,977.09,0.315,5273.4,0.274,1679.6
4.235,321.65,1.105,977.08,0.315,5273.2,0.274,1677.8
4.235,321.65,1.105,977.07,0.315,5273.4,0.274,1677.9
4.235,321.65,1.105,977.08,0.315,5273.4,0.274,1680.4
4.235,321.65,1.105,977.05,0.315,5273.1,0.274,1679.9
4.235,321.65,1.105,977.06,0.315,5273.1,0.274,1678.4
4.235,321.65,1.105,977.05,0.315,5273.4,0.274,1679.8
4.235,321.65,1.105,977.06,0.315,5273.5,0.274,1681.9
4.235,321.65,1.105,977.08,0.315,5273.6,0.274,1678.9
4.235,321.65,1.105,977.06,0.315,5262.6,0.274,1681.6
4.235,321.65,1.105,977.07,0.315,5262.5,0.274,1678.9
4.235,321.65,1.105,977.06,0.315,5270.9,0.274,1677.1
4.235,321.64,1.105,977.07,0.315,5262.1,0.274,1680
4.235,321.65,1.105,977.07,0.315,5261.7,0.274,1678.3
4.235,321.65,1.105,977.1,0.315,5262.9,0.274,1680.4
4.235,321.65,1.105,977.08,0.315,5270.7,0.274,1678.3
4.235,321.65,1.105,977.08,0.315,5270.8,0.274,1679
4.235,321.65,1.105,977.09,0.315,5271.3,0.274,1680.6
4.235,321.65,1.105,977.09,0.315,5272,0.274,1681.6
4.235,321.65,1.105,977.07,0.315,5271.9,0.274,1681.3
4.235,321.65,1.105,977.08,0.315,5271.5,0.274,1680.9
4.236,321.63,1.105,977.07,0.315,5271.6,0.274,1680.6
4.236,321.59,1.105,977.09,0.315,5270.9,0.274,1679.6
4.236,321.58,1.105,977.08,0.315,5271.2,0.274,1679.2
4.236,321.58,1.105,977.07,0.315,5271.8,0.274,1677.3
4.236,321.58,1.105,977.09,0.315,5271.5,0.274,1680.6
4.236,321.58,1.105,977.08,0.315,5262.9,0.274,1681.3
4.236,321.59,1.105,977.07,0.315,5270.7,0.274,1680.6
4.236,321.59,1.105,977.08,0.315,5270.3,0.274,1680.6
4.236,321.6,1.105,977.09,0.315,5274.4,0.274,1678.9
4.236,321.6,1.105,977.08,0.315,5274,0.274,1679.2
4.236,321.6,1.105,977.08,0.315,5274,0.274,1679.8
4.236,321.6,1.105,977.08,0.315,5270.5,0.274,1680.4
4.236,321.6,1.105,977.53,0.315,5271.1,0.274,1680.5
4.236,321.59,1.105,977.52,0.315,5274.1,0.274,1680.2
4.236,321.6,1.105,977.53,0.315,5274.2,0.274,1680.5
4.236,321.6,1.105,977.53,0.315,5262.5,0.274,1679.7
4.236,321.59,1.105,977.52,0.315,5263.3,0.274,1678.8
4.236,321.61,1.105,977.53,0.315,5262.3,0.274,1679.2
4.236,321.61,1.105,977.54,0.315,5262.5,0.274,1679.8
4.236,321.62,1.105,977.53,0.315,5274.9,0.274,1682.2
4.236,321.62,1.105,977.54,0.315,5274.2,0.274,1681.2
4.236,321.61,1.105,977.52,0.315,5270.7,0.274,1680.8
4.236,321.62,1.105,977.53,0.315,5274.6,0.274,1680.7
4.236,321.62,1.105,977.53,0.315,5272.8,0.274,1677.8
4.236,321.61,1.105,977.53,0.315,5272.8,0.274,1678.2
4.236,321.61,1.105,977.52,0.315,5272.8,0.274,1678.4
4.236,321.61,1.105,977.54,0.315,5272.8,0.274,1678.3
4.236,321.62,1.105,977.55,0.315,5272.8,0.274,1678.3
4.236,321.62,1.105,977.53,0.315,5272.5,0.274,1678.7
4.236,321.61,1.105,977.54,0.315,5272.9,0.274,1677.1
4.236,321.61,1.105,977.54,0.315,5272.6,0.274,1677.9
4.236,321.62,1.105,977.53,0.315,5272.6,0.274,1677.7
4.236,321.62,1.105,977.52,0.315,5273.7,0.274,1678.4
4.236,321.62,1.105,977.51,0.315,5272.9,0.274,1676.6
4.236,321.62,1.105,977.52,0.315,5273.9,0.274,1680.2
4.236,321.62,1.105,977.52,0.315,5273.8,0.274,1676.7
4.236,321.62,1.105,977.52,0.315,5272.8,0.275,1665.3
4.236,321.61,1.105,977.53,0.315,5272.5,0.275,1676
4.236,321.61,1.105,977.54,0.315,5272.2,0.275,1633.2
4.236,321.61,1.105,977.52,0.315,5272.9,0.275,1680.5
4.236,321.62,1.105,977.53,0.315,5272.6,0.275,1679.1
4.236,321.62,1.105,977.52,0.315,5272.7,0.275,1677.5
4.236,321.62,1.105,977.54,0.315,5272.9,0.275,1676.5
4.236,321.62,1.105,977.54,0.315,5272.9,0.275,1680
4.236,321.62,1.105,977.54,0.315,5273.1,0.275,1681
4.236,321.62,1.105,977.53,0.315,5272.7,0.275,1681
4.236,321.62,1.105,977.53,0.315,5273.1,0.275,1676.5
4.236,321.62,1.105,977.53,0.315,5272.9,0.275,1679.2
4.236,321.62,1.105,977.52,0.315,5273.2,0.275,1679.8
4.236,321.62,1.105,977.54,0.315,5272.8,0.275,1677.4
4.236,321.62,1.105,977.52,0.315,5272.7,0.275,1680.3
4.236,321.62,1.105,977.49,0.315,5272.5,0.275,1678.1
4.236,321.62,1.105,977.51,0.315,5272.6,0.275,1677.7
4.236,321.62,1.105,977.49,0.315,5272.6,0.275,1675.8
4.236,321.62,1.105,977.5,0.315,5272.6,0.275,1678.6
4.236,321.61,1.105,977.51,0.315,5272.8,0.275,1676.1
4.236,321.61,1.105,977.61,0.315,5272.8,0.275,1677.8
4.236,321.62,1.105,977.61,0.315,5272.6,0.275,1677.7
4.236,321.61,1.105,977.51,0.315,5273.1,0.275,1678.1
4.236,321.61,1.105,977.52,0.315,5273.3,0.275,1677.5
4.236,321.61,1.105,977.49,0.315,5273.9,0.275,1678
4.236,321.61,1.105,977.43,0.315,5272.4,0.275,1676
4.236,321.61,1.105,977.43,0.315,5272.7,0.275,1679.4
4.236,321.61,1.105,977.41,0.315,5272.4,0.275,1676.8
4.236,321.61,1.105,977.42,0.315,5273.1,0.275,1679.8
4.236,321.61,1.105,977.44,0.315,5273.3,0.275,1679.8
4.236,321.61,1.105,977.46,0.315,5271,0.275,1680.2
4.236,321.61,1.105,977.47,0.315,5273,0.275,1677.5
4.236,321.61,1.105,977.45,0.315,5273.8,0.275,1678.7
4.236,321.61,1.105,977.46,0.315,5273.7,0.275,1677.8
4.236,321.61,1.105,977.58,0.315,5272.5,0.275,1679.1
4.236,321.61,1.105,977.52,0.315,5272.7,0.275,1675.7
4.236,321.61,1.105,977.52,0.315,5273.7,0.275,1677.6
4.236,321.61,1.105,977.52,0.315,5273.2,0.275,1678.1
4.236,321.61,1.105,977.53,0.315,5273.3,0.275,1677.5
4.236,321.6,1.105,977.54,0.315,5273.7,0.275,1679.3
4.236,321.61,1.105,977.54,0.315,5273.2,0.275,1679.7
4.236,321.6,1.105,977.53,0.315,5273.5,0.275,1679.4
4.236,321.61,1.105,977.54,0.315,5273.4,0.275,1680
4.236,321.61,1.105,977.54,0.315,5274.3,0.275,1677.3
4.236,321.6,1.105,977.52,0.315,5274.1,0.275,1676.9
4.236,321.61,1.105,977.55,0.315,5273.8,0.275,1676.1
4.236,321.61,1.105,977.55,0.315,5273.7,0.275,1674.7
4.236,321.6,1.105,977.57,0.315,5273.3,0.275,1676.8
4.236,321.61,1.105,977.55,0.315,5273.4,0.275,1678.4
4.236,321.6,1.105,977.54,0.315,5272.6,0.275,1678.9
4.236,321.6,1.105,977.52,0.315,5273.2,0.275,1679.4
4.236,321.6,1.105,977.52,0.315,5273.4,0.275,1676.1
4.236,321.6,1.105,977.53,0.315,5273.3,0.275,1679.2
4.236,321.6,1.105,977.53,0.315,5273,0.275,1678.6
4.236,321.6,1.106,976.67,0.315,5273.2,0.275,1677
4.236,321.6,1.106,976.67,0.315,5273.1,0.275,1679.4
4.236,321.6,1.106,976.67,0.315,5273.1,0.275,1675.2
4.236,321.6,1.106,976.67,0.315,5272.8,0.275,1677.4
4.236,321.59,1.106,976.69,0.315,5271.3,0.275,1676.9
4.236,321.6,1.106,976.68,0.315,5273,0.275,1678.8
4.236,321.59,1.106,976.66,0.315,5273.2,0.275,1678.3
4.236,321.6,1.106,976.66,0.315,5273.5,0.275,1676.6
4.236,321.6,1.106,976.67,0.315,5273.3,0.275,1676.5
4.236,321.6,1.106,976.67,0.315,5273.7,0.275,1677.8
4.236,321.59,1.106,976.68,0.315,5273.6,0.275,1678
4.236,321.59,1.106,976.67,0.315,5273.6,0.275,1679.4
4.236,321.6,1.106,976.68,0.315,5274,0.275,1677
4.236,321.59,1.106,976.66,0.315,5273.5,0.275,1676.8
4.236,321.59,1.106,976.67,0.315,5273.4,0.275,1676.9
4.236,321.59,1.106,976.67,0.315,5273.8,0.275,1675.1
4.236,321.59,1.106,976.67,0.315,5273.8,0.275,1675
4.236,321.59,1.106,976.68,0.315,5274.3,0.275,1675.9
4.236,321.59,1.106,976.65,0.315,5273.2,0.275,1678.4
4.236,321.59,1.106,976.65,0.315,5273.8,0.275,1679
4.236,321.59,1.106,976.66,0.315,5273.5,0.275,1679.3
4.236,321.58,1.106,976.66,0.315,5274.2,0.275,1676
4.236,321.59,1.106,976.66,0.315,5273.5,0.275,1679.8
4.236,321.59,1.106,976.66,0.315,5273.7,0.275,1678.9
4.236,321.59,1.106,976.65,0.315,5273.4,0.275,1676.6
4.236,321.59,1.106,976.66,0.315,5273.6,0.275,1675.8
4.236,321.59,1.106,976.66,0.315,5273.3,0.275,1674.5
4.236,321.58,1.106,976.68,0.315,5274.1,0.275,1677.9
4.236,321.58,1.106,976.66,0.315,5274,0.275,1678.4
4.236,321.58,1.106,976.67,0.315,5273.6,0.275,1676.9
4.236,321.58,1.106,976.68,0.315,5274,0.275,1675.6
4.236,321.58,1.106,976.67,0.315,5273.6,0.275,1676.2
4.236,321.58,1.106,976.67,0.315,5273.7,0.275,1676.3
4.236,321.57,1.106,976.67,0.315,5274.3,0.275,1679.6
4.236,321.58,1.106,976.67,0.315,5273.6,0.275,1677.2
4.236,321.58,1.106,976.65,0.315,5274.3,0.275,1677.3
4.236,321.58,1.106,976.66,0.315,5272,0.275,1675.1
4.236,321.58,1.106,976.66,0.315,5273.5,0.275,1674.5
4.236,321.59,1.106,976.65,0.315,5273.9,0.275,1677.7
4.236,321.59,1.106,976.66,0.315,5273.5,0.275,1675.6
4.236,321.58,1.106,976.64,0.315,5274.1,0.275,1678
4.236,321.59,1.106,976.66,0.315,5273.3,0.275,1679
4.236,321.59,1.106,976.66,0.315,5274.1,0.275,1675.7
4.236,321.58,1.106,976.66,0.315,5274.1,0.275,1676.2
4.236,321.59,1.106,976.65,0.315,5274.1,0.275,1676.4
4.236,321.6,1.106,976.66,0.315,5274,0.275,1678.2
4.236,321.6,1.106,976.65,0.315,5274.2,0.275,1676.3
4.236,321.6,1.106,976.65,0.315,5274.1,0.275,1675.9
4.236,321.6,1.106,976.66,0.315,5274.2,0.275,1674.9
4.236,321.6,1.106,976.67,0.315,5274,0.275,1677.1
4.236,321.6,1.106,976.66,0.315,5273.9,0.275,1674.8
4.236,321.6,1.106,976.66,0.315,5273.9,0.275,1677.6
4.236,321.6,1.106,976.64,0.315,5274.2,0.275,1676.3
4.236,321.6,1.106,976.67,0.315,5273.2,0.275,1675.4
4.236,321.61,1.106,976.67,0.315,5273.5,0.275,1675.8
4.236,321.6,1.106,976.66,0.315,5273,0.275,1676.1
4.236,321.61,1.106,976.68,0.315,5273.9,0.275,1676.1
4.236,321.61,1.106,976.67,0.315,5273.7,0.275,1676.7
4.236,321.61,1.106,976.67,0.315,5274,0.275,1678.6
4.236,321.61,1.106,976.66,0.315,5270.7,0.275,1674.5
4.236,321.61,1.106,976.68,0.315,5273.8,0.275,1674.6
4.236,321.61,1.106,976.66,0.315,5270.7,0.275,1675.8
4.236,321.61,1.106,976.65,0.315,5270.5,0.275,1677
4.236,321.61,1.106,976.65,0.315,5273.9,0.275,1675.2
4.236,321.61,1.106,976.66,0.315,5274.1,0.275,1675.8
4.236,321.61,1.106,976.65,0.315,5273.9,0.275,1675.8
4.236,321.61,1.106,976.67,0.315,5273.8,0.275,1677.9
4.236,321.61,1.106,976.67,0.315,5270.8,0.275,1677.8
4.236,321.61,1.106,976.66,0.315,5270.7,0.275,1675.5
4.236,321.61,1.106,976.66,0.315,5273.8,0.275,1675.9
4.236,321.61,1.106,976.67,0.315,5270.8,0.275,1678.1
4.236,321.61,1.106,976.66,0.315,5271,0.275,1675.2
4.236,321.61,1.106,976.68,0.315,5270.3,0.275,1674.8
4.236,321.61,1.106,976.66,0.315,5270.9,0.275,1676.7
4.236,321.62,1.106,976.66,0.315,5273.6,0.275,1677.6
4.236,321.61,1.106,976.68,0.315,5272.5,0.275,1675.9
4.236,321.61,1.106,976.68,0.315,5270.6,0.275,1678
4.236,321.61,1.106,976.67,0.315,5273.5,0.275,1674.9
4.236,321.62,1.106,976.67,0.315,5270.5,0.275,1678.4
4.236,321.61,1.106,976.66,0.315,5270.5,0.275,1678
4.236,321.61,1.106,976.66,0.315,5272.9,0.275,1678.4
4.236,321.61,1.106,976.66,0.315,5273,0.275,1673.9
4.236,321.62,1.106,976.65,0.315,5273.7,0.275,1675.7
4.236,321.61,1.106,976.67,0.315,5273.8,0.275,1675.8
4.236,321.61,1.106,976.66,0.315,5270.4,0.275,1673.9
4.236,321.61,1.106,976.66,0.315,5270.6,0.275,1676.9
4.236,321.61,1.106,976.66,0.315,5270.7,0.275,1674.8
4.236,321.61,1.106,976.66,0.315,5270.3,0.275,1676.5
4.236,321.62,1.106,976.66,0.315,5270.6,0.275,1674.3
4.236,321.61,1.106,976.65,0.315,5270.5,0.275,1677.7
4.236,321.61,1.106,976.67,0.315,5270.6,0.275,1677.7
4.236,321.61,1.106,976.66,0.315,5270.3,0.275,1674.6
4.236,321.61,1.106,976.65,0.315,5270.4,0.275,1677.3
4.236,321.61,1.106,976.66,0.315,5273.8,0.275,1674.2
4.236,321.62,1.106,976.67,0.315,5272.6,0.275,1675.6
4.236,321.61,1.106,976.66,0.315,5272.2,0.275,1674.2
4.236,321.61,1.106,976.65,0.315,5272.7,0.275,1675.8
4.236,321.61,1.106,976.65,0.315,5271.9,0.275,1673.7
4.236,321.61,1.106,976.68,0.315,5273.5,0.275,1673.6
4.236,321.61,1.106,976.68,0.315,5272.8,0.275,1675.8
4.236,321.61,1.106,976.67,0.315,5273.2,0.275,1675.3
4.236,321.61,1.106,976.69,0.315,5273.4,0.275,1675.5
4.236,321.61,1.106,976.66,0.315,5273,0.275,1677.2
4.236,321.61,1.106,976.66,0.315,5273.1,0.275,1673.7
4.236,321.61,1.106,976.67,0.315,5273.2,0.275,1673.1
4.236,321.61,1.106,976.66,0.315,5272.8,0.275,1672.5
4.236,321.61,1.106,976.66,0.315,5272.5,0.275,1673
4.236,321.61,1.106,976.66,0.315,5273.4,0.275,1675.9
4.236,321.61,1.106,976.68,0.315,5272.9,0.275,1676.7
4.236,321.61,1.106,976.66,0.315,5273.2,0.275,1677
4.236,321.62,1.106,976.67,0.315,5272.7,0.275,1677.1
4.236,321.61,1.106,976.66,0.315,5270.5,0.275,1674
4.236,321.61,1.106,976.67,0.315,5272.6,0.275,1673.9
4.236,321.61,1.106,976.66,0.315,5272.6,0.275,1677.6
4.236,321.61,1.106,976.67,0.315,5273.9,0.275,1677.4
4.236,321.61,1.106,976.66,0.315,5272.7,0.275,1676.6
4.236,321.62,1.106,976.66,0.315,5273.3,0.275,1674.1
4.236,321.61,1.106,976.66,0.315,5268.3,0.275,1673.7
4.236,321.61,1.106,976.67,0.315,5274,0.275,1674.3
4.236,321.61,1.106,976.65,0.315,5274.5,0.275,1674.3
4.236,321.61,1.106,976.66,0.315,5273,0.275,1675.5
4.236,321.61,1.106,976.66,0.315,5274.1,0.275,1673.9
4.236,321.61,1.106,976.65,0.315,5273.6,0.275,1675.2
4.236,321.61,1.106,976.66,0.315,5274,0.275,1674.6
4.236,321.61,1.106,976.67,0.315,5274.3,0.275,1676.7
4.236,321.61,1.106,976.67,0.315,5274,0.275,1676.1
4.236,321.62,1.106,976.67,0.315,5274.6,0.275,1673.3
4.236,321.61,1.106,976.66,0.315,5273.8,0.275,1675.9
4.236,321.6,1.106,976.65,0.315,5273.1,0.275,1675.3
4.236,321.6,1.106,976.65,0.315,5268.1,0.275,1673.3
4.236,321.61,1.106,976.68,0.315,5273.2,0.275,1676.8
4.236,321.61,1.106,976.67,0.315,5272.4,0.275,1677.7
4.236,321.6,1.106,976.67,0.315,5270.6,0.275,1674
4.236,321.61,1.106,976.67,0.315,5271,0.275,1674.5
4.236,321.61,1.106,976.67,0.315,5271.3,0.275,1674.4
4.236,321.61,1.106,976.65,0.315,5271.2,0.275,1677.8
4.236,321.61,1.106,976.67,0.315,5272.2,0.275,1674.7
4.236,321.6,1.106,976.68,0.315,5270.6,0.275,1673.6
4.236,321.6,1.106,976.66,0.315,5270.4,0.275,1673.1
4.236,321.61,1.106,976.68,0.315,5274.2,0.275,1671.6
4.236,321.6,1.106,976.67,0.315,5273.5,0.275,1675.1
4.236,321.61,1.106,976.6,0.315,5274.4,0.275,1673.8
4.236,321.61,1.106,976.61,0.315,5272.3,0.275,1673.3
4.236,321.6,1.106,976.61,0.315,5270.9,0.275,1675.9
4.236,321.61,1.106,976.62,0.315,5271.3,0.275,1673
4.236,321.6,1.106,976.6,0.315,5271.1,0.275,1672.9
4.236,321.6,1.106,976.61,0.315,5270.9,0.275,1673
4.236,321.6,1.106,976.6,0.315,5275,0.275,1676
4.236,321.61,1.106,976.61,0.315,5272,0.275,1673.1
4.236,321.59,1.106,976.63,0.315,5275.3,0.275,1674.9
